Date,ID,Stock
2008-08-15,四川成都股友,600596
2008-08-15,上海股友,600596
2008-08-15,上海股友,600596
2008-08-15,四川成都股友,600596
2008-08-16,四川成都股友,600596
2008-08-19,辽宁沈阳股友,600596
2008-08-20,江西赣州股友,600596
2008-08-20,江西赣州股友,600596
2008-08-20,江西赣州股友,600596
2015-09-01,广东广州股友,600596
2015-09-02,广东广州股友,600596
2015-09-08,广东广州股友,600596
2015-09-09,嘉星人在广州,600596
2015-08-31,广东广州股友,600596
2015-09-09,n595713790465600,600596
2015-09-09,安徽淮南股友,600596
2015-09-09,广东中山股友,600596
2015-08-31,向上再涨5000点,600596
2015-09-04,江西赣州股友,600596
2015-09-09,HUAc22rf6,600596
2015-09-09,apple26e3ed,600596
2015-09-09,北京股友,600596
2015-09-09,赚赚钱了,600596
2015-09-09,apple26e3ed,600596
2015-09-10,新安股份资讯,600596
2015-07-23,广东广州股友,600596
2015-09-09,n595713790465600,600596
2015-09-09,大话无形,600596
2015-09-10,江西赣州股友,600596
2015-07-24,oyyy9999,600596
2015-08-30,牛比人生,600596
2015-09-09,大话无形,600596
2015-09-09,金刚20075,600596
2015-09-09,金刚20075,600596
2015-07-24,oyyy9999,600596
2015-07-25,oyyy9999,600596
2015-08-30,牛比人生,600596
2015-08-11,全无缺,600596
2015-07-19,江苏无锡股友,600596
2015-07-20,海南海马足球队,600596
2015-08-30,牛比人生,600596
2015-08-30,牛比人生,600596
2015-08-26,zhangzhang7788,600596
2015-08-30,大话无形,600596
2015-08-29,新安股份资讯,600596
2015-08-30,大话无形,600596
2015-08-26,zhangzhang7788,600596
2015-08-28,新安股份资讯,600596
2015-08-30,大话无形,600596
2015-08-26,zhangzhang7788,600596
2015-08-26,蓝色的大门,600596
2015-08-26,蓝色的大门,600596
2015-08-26,zhangzhang7788,600596
2015-08-26,zhangzhang7788,600596
2015-08-26,股害无边9c7zas,600596
2015-08-30,大话无形,600596
2015-08-30,大话无形,600596
2015-08-26,n13970537749263a,600596
2015-08-30,大话无形,600596
2015-08-28,大话无形,600596
2015-08-27,新安股份资讯,600596
2015-08-28,大话无形,600596
2015-08-28,民间股神AAA,600596
2015-08-30,江西赣州股友,600596
2015-08-30,大话无形,600596
2015-08-26,江山秀子,600596
2015-08-30,成都老油条,600596
2015-08-30,一针探底,600596
2015-08-30,山东临沂股友,600596
2015-06-15,大话无形,600596
2015-06-17,大话无形,600596
2015-08-29,一针探底,600596
2015-08-30,牛比人生,600596
2015-08-30,睛野中翻赛,600596
2015-08-30,牛比人生,600596
2015-08-30,牛比人生,600596
2015-06-17,大话无形,600596
2015-08-05,大话无形,600596
2015-08-30,江西赣州股友,600596
2015-08-30,牛比人生,600596
2015-08-29,一针探底,600596
2015-08-30,一针探底,600596
2015-08-30,湖南湘潭股友,600596
2015-08-30,民间股神AAA,600596
2015-08-30,牛比人生,600596
2015-08-30,山东临沂股友,600596
2015-08-29,一针探底,600596
2015-08-29,lingzhangzon,600596
2015-08-29,一针探底,600596
2015-08-30,牛比人生,600596
2015-08-30,不喜欢戴套套,600596
2015-08-30,小泽商差,600596
2015-08-30,一针探底,600596
2015-08-30,抛开过去活在当下,600596
2015-08-28,一针探底,600596
2015-08-31,黑龙江齐齐哈尔股友,600596
2015-08-28,江西南昌股友,600596
2015-08-28,浙江金华股友,600596
2015-08-30,红紫oh,600596
2015-08-31,黑龙江齐齐哈尔股友,600596
2015-08-04,zcmamama,600596
2015-09-01,江西赣州股友,600596
2015-09-02,江西赣州股友,600596
2015-09-02,江西赣州股友,600596
2015-09-12,江西赣州股友,600596
